sample	NI_9	NI_92	NI_91	NI_90	NI_8	NI_89	NI_88	NI_87	NI_86	NI_85	NI_84	NI_83	NI_82	NI_81	NI_80	NI_7	NI_79	NI_78	NI_77	NI_76	NI_75	NI_74	NI_73	NI_72	NI_71	NI_70	NI_6	NI_69	NI_68	NI_67	NI_66	NI_65	NI_64	NI_63	NI_62	NI_61	NI_60	NI_5	NI_59	NI_58	NI_57	NI_56	NI_55	NI_54	NI_53	NI_52	NI_51	NI_50	NI_4	NI_49	NI_48	NI_47	NI_46	NI_45	NI_44	NI_43	NI_42	NI_41	NI_40	NI_3	NI_39	NI_38	NI_37	NI_36	NI_35	NI_34	NI_33	NI_32	NI_31	NI_30	NI_2	NI_29	NI_28	NI_27	NI_26	NI_25	NI_24	NI_23	NI_22	NI_21	NI_20	NI_1	NI_19	NI_18	NI_17	NI_16	NI_15	NI_14	NI_13	NI_12	NI_11	NI_10
Senegalimassilia_anaerobia|t__SGB14824_group	0.0	0.0	0.03007	0.03532	0.01097	0.0	0.014530000000000001	0.0	0.0	0.0	0.02872	0.02744	0.09687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14298	0.03059	0.01841	0.0	0.07959	0.07426	0.0	0.0	0.27084	0.0	0.0	0.0	0.0	0.05952999999999999	0.03709	0.0	0.19372	0.0	0.0	0.0074	0.0	0.0	0.00488	0.0	0.0	0.0	0.0	0.006370000000000001	0.0	0.0	0.0	0.0	0.04274	0.0	0.0	0.0	0.0	0.10328	0.0	0.0	0.04736	0.0	0.0	0.0	0.0	0.09332	0.0	0.0	0.00746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22157	0.0	0.13488	0.0	0.03143	0.0	0.0	0.0	0.0	0.0	0.17707	0.0	0.0	0.0	0.0	0.0
Adlercreutzia_equolifaciens|t__SGB14797_group	0.11678	0.08717000000000001	0.15652	0.0	0.0	0.014830000000000001	0.01914	0.0	0.42399	0.3108	0.10088	0.07478	0.0309	0.00278	0.50534	0.16899	0.17758	0.11385	0.12047999999999999	0.07478	0.09266	0.0	0.03385	0.11899000000000001	0.0541	0.00021	0.31649	0.16348	0.0	0.0	0.1425	0.15916	0.17394	0.05165	0.01316	0.09612000000000001	0.04559	0.07272999999999999	0.27898	0.030660000000000003	0.06902	0.07642	0.0	0.0	0.41048999999999997	0.45091000000000003	0.0	0.043519999999999996	0.20572	0.0	0.12854000000000002	0.08014	0.01646	0.2433	0.07714	0.40412	0.15736	0.08442000000000001	0.2325	0.51969	0.12814	0.08746	0.01523	0.03543	0.26268	0.03662	0.16014	0.0	0.0	0.13082	0.08586	0.15839	0.10335	0.0	0.3042	0.14852	0.0	0.02239	0.009009999999999999	0.06727999999999999	0.05045	0.14816	0.01511	0.13960999999999998	0.0	0.08945	0.11765999999999999	0.0	0.15245999999999998	0.0	0.19083	0.13979
Eggerthellaceae_unclassified_SGB14322|t__SGB14322_group	0.0	0.0	0.0	0.0	0.00344	0.0	0.00432	0.07187	0.0	0.0	0.0	0.0	0.01815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00592	0.01196	0.11041	0.0	0.0	0.0	0.01702	0.0	0.0	0.027939999999999996	0.026019999999999998	0.02139	0.0	0.07937999999999999	0.0	0.00101	0.0	0.0	0.015330000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01496	0.0	0.0	0.0	0.0	0.0	0.01277	0.0	0.14912999999999998	0.0	0.0076	0.0	0.0	0.0	0.0	0.0	0.0043100000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01234	0.025869999999999997	0.020880000000000003	0.14895	0.0	0.0	0.02543	0.0	0.0	0.0	0.0	0.0
Eggerthellaceae_unclassified_SGB14341|t__SGB14341	0.0013800000000000002	0.28996	0.09205	0.0	0.0	0.0	0.01097	0.0	0.0	0.0	0.04241	0.015080000000000001	0.017669999999999998	0.0	0.0	0.0	0.09127	0.11886	0.0	0.0	0.00926	0.0	0.0	0.34036	0.00762	0.0	0.0	0.0	0.0	0.0	0.0	0.29278000000000004	0.50467	0.00828	0.0	0.0	0.22298	0.0	0.0	0.0	0.10594	0.0	0.0	0.0	0.0088	0.08416	0.0	0.0	0.12462000000000001	0.0	0.0	0.5623	0.010190000000000001	0.0	0.0	0.0	0.0	0.16477	0.0	0.00227	0.053439999999999994	0.030119999999999997	0.0	0.00818	0.04469	0.0	0.10876	0.0	0.01955	0.0	0.0	0.05992000000000001	0.0	0.0	0.04665	0.006220000000000001	0.0	0.0	0.40696	0.35991	0.0	0.0	0.0	0.0	0.0	0.14082	0.0	0.06902	0.16794	0.0	0.06658	0.22014
Eggerthella_lenta|t__SGB14809	0.00908	0.02337	0.0	0.0	0.01075	0.06035	0.0	0.0577	0.08669	0.30526	0.0	0.0	0.00406	0.12234	0.0023899999999999998	0.0	0.04124	0.0008300000000000001	0.0	0.015390000000000001	0.0	0.0	0.0	0.0089	0.0	0.0	0.00018999999999999998	0.01178	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.00821	0.00642	0.01547	0.0027300000000000002	0.0	0.0937	0.02974	0.0	0.037939999999999995	0.0	0.01384	0.07056	0.0	0.0	0.09506	0.06548	0.0	0.0	0.25553000000000003	0.14989	0.06377000000000001	0.00556	0.0	0.00059	0.02493	0.0	0.02078	0.01028	0.059379999999999995	0.01822	0.03308	0.0012699999999999999	0.05305	0.0	0.0009199999999999999	0.0018100000000000002	0.02274	0.13707	0.05605	0.00179	0.00355	0.0	0.12747999999999998	0.0	0.01854	0.00125	0.0	0.00592	0.01781	0.07847	0.00413	0.0	0.11619000000000002	0.0	0.40104	0.0	0.00575
GGB45432_SGB63101|t__SGB63101	0.02538	0.00307	0.00216	0.0	0.00081	0.00412	0.00268	0.00093	0.0	0.0	0.0055	0.0	0.0	0.0	0.0	0.05417999999999999	0.009470000000000001	0.009859999999999999	0.0	0.0	0.019790000000000002	0.00868	0.00385	0.006220000000000001	0.01165	0.01157	0.024640000000000002	0.00464	0.04172	0.0	0.0	0.01445	0.01866	0.01401	0.0044399999999999995	0.0	0.031030000000000002	0.0	0.02487	0.013040000000000001	0.01461	0.0047	0.0035299999999999997	0.0	0.05968	0.09569	0.00346	0.0	0.014240000000000001	0.0	0.0003	0.0	0.0	0.0	0.00344	0.00743	0.00511	0.00175	0.00963	0.04068	0.016390000000000002	0.08984	0.01006	0.010029999999999999	0.0	0.00047000000000000004	0.00235	0.0031899999999999997	0.0	8e-05	0.00672	0.00535	0.00137	0.0	0.00374	0.0	0.03329	0.0	0.00968	0.03625	0.016909999999999998	0.00025	0.0	0.00187	0.0	0.02165	0.0	0.00615	0.0018	0.043660000000000004	0.00148	0.02568
Gordonibacter_pamelaeae|t__SGB14807	0.00605	0.0	0.05657	0.0	0.0	0.02717	0.0	0.07353	0.01273	0.0	0.0	0.00387	0.0	0.0	0.0	0.0072900000000000005	0.02405	0.04225	0.0	0.0	0.00313	0.0	0.03171	0.0	0.0	0.0	0.01025	0.0207	0.0	0.0	0.0	0.01226	0.00561	0.0	0.0	0.0	0.015309999999999999	0.03416	0.02976	0.00072	0.005220000000000001	0.0	0.0	0.01315	0.10227	0.0	0.0	0.00086	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00891	0.02368	0.01494	0.05661	0.01855	0.02915	0.04094	0.0	0.11678	0.0	0.0	0.012209999999999999	0.0	0.0047	0.0	0.0	0.0	0.00331	0.00626	0.04345	0.01948	0.0484	0.0	0.0	0.0249	0.02748	0.0566	0.06569	0.0	0.0	0.02385	0.0	0.0	0.0
Gordonibacter_urolithinfaciens|t__SGB14808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0236	0.0	0.0	0.00527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03825	0.0	0.0	0.0	0.02617	0.00244	0.0	0.0	0.0	0.06312000000000001	0.00643	0.0	0.02232	0.01654	0.0	0.0	0.0	0.059820000000000005	0.019219999999999998	0.0	0.0	0.0	0.0	0.048530000000000004	0.0	0.0	0.07535	0.00218	0.0	0.0	0.0	0.013309999999999999	0.0347	0.0	0.0	0.0	0.0	0.0	0.0	0.02175	0.0	0.0	0.00579	0.0	0.0	0.0	0.0	0.0	0.0	0.10318	0.01958	0.01668	0.0	0.0	0.0	0.0	0.0	0.00722	0.03171	0.0	0.0	0.0	0.0	0.0	0.01284	0.0	0.0441	0.02502	0.0
Slackia_isoflavoniconvertens|t__SGB14773_group	0.0	0.0	0.13775	0.10994000000000001	0.057929999999999995	0.0	0.0	0.0	0.0	0.0	0.04195	0.04985	0.00182	0.11657000000000001	0.25177	0.0	0.06871000000000001	0.1068	0.0	0.0	0.0	0.07547999999999999	0.12639	0.0	0.00243	0.00732	0.0	0.0	0.39645	0.0	0.0	0.23885	0.0	0.08117	0.0	0.0	0.25203000000000003	0.0	0.0	0.04297	0.08674	0.0	0.031180000000000003	0.0	0.30282	0.01042	0.0	0.02228	0.0	0.0	0.0	0.10572999999999999	0.0	0.0	0.0	0.0	0.38823	0.02773	0.0	0.0	0.08985	0.0	0.0	0.0	0.0	0.0	0.18544000000000002	0.0	0.03563	0.0	0.0	0.0	0.0	0.0	0.03676	0.0	0.0	0.061320000000000006	0.0	0.0	0.0	0.0	0.0	0.10085	0.0	0.057089999999999995	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_caccae|t__SGB1877	0.0	0.0	0.5959300000000001	0.00061	0.0692	0.0	0.09378	0.27360999999999996	0.0	2.2926	1.10317	0.36773	0.0	0.0	0.0	0.0	0.47026	0.0075	0.0	0.94039	0.46786000000000005	0.13149	0.47698	1.46856	0.47698999999999997	0.0	0.0	0.0	0.0	0.00114	0.14214000000000002	0.53857	0.80706	0.13157	0.13033	0.0	0.07577	0.33415	0.0	0.22375	0.44298999999999994	0.36666	0.028030000000000003	0.0	0.09389	1.03653	0.0	3.85722	0.19685	0.0	0.0	1.19964	0.12649000000000002	0.0	0.0	1.8273400000000002	0.0	0.19891	0.30213	0.55676	0.21026999999999998	0.45907	0.0	0.0	0.11235	0.50612	0.20639000000000002	0.0	0.0147	0.0	0.14224	0.8288200000000001	0.69771	0.0	0.0	0.48408	0.0	0.8587299999999999	0.41536999999999996	0.0	1.14586	0.0	0.05483	0.0	0.0	0.23721	0.5079600000000001	0.0	0.0	0.62098	0.0	0.0
Bacteroides_cellulosilyticus|t__SGB1844	1.32008	0.44478	0.0	0.00955	0.43395	0.0	0.0	1.3220399999999999	0.5875199999999999	0.40412	0.0	0.0	3.0916200000000003	0.92724	0.73268	0.0	0.87579	1.7033	0.16387000000000002	0.0	0.0	0.0011	0.0	0.46863	0.0	0.51685	0.67497	0.77478	0.8996299999999999	0.0	0.34653	0.0	0.21131999999999998	0.66408	1.33695	0.19085	0.6947399999999999	0.86175	0.45082	0.049530000000000005	0.0	0.12775999999999998	0.0007	3.48256	2.23697	1.94865	0.0	0.04985	0.9544799999999999	0.0	0.0	0.20189000000000001	0.02752	0.0	0.0	1.7437599999999998	0.0232	0.0	0.0	0.0	0.76625	0.0	0.0	0.98225	0.01429	0.0	0.0	0.0	0.0	0.0034100000000000003	1.15885	0.31428	0.0	0.0	0.46771	0.60222	0.06724	0.0	1.57984	0.00011	2.70211	0.0	0.00245	1.46843	0.09425	0.7792100000000001	0.23033	0.0	0.0015400000000000001	0.0	0.0	0.0
Bacteroides_clarus|t__SGB1832	0.0	0.0	0.0	0.0	0.0	0.06232000000000001	0.0	0.0	0.0	0.0	0.16505	0.0	0.0	0.0	0.43961000000000006	0.0	0.0	0.0	0.0	0.0	1.23115	0.0	0.0	0.0	0.0	0.0	0.0	2.0757	0.0	0.0	0.23431999999999997	0.0	0.0	0.0	0.0	0.52135	0.0	0.94581	0.0	0.03439	0.0	0.0	0.0	0.0	0.08484	2.00795	0.0	0.0	0.6654100000000001	0.0	0.0	0.0	0.00817	0.0	0.0	0.0	0.044219999999999995	0.25105	0.3324	0.0	0.10119	0.0	0.0	0.0	0.0	0.0	0.0	1.22333	0.02289	0.0	0.41413999999999995	0.0	0.0	0.0	0.019219999999999998	0.02878	0.0	0.0	0.06592999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.307	0.0	0.0	1.49902	0.0	0.0
Bacteroides_eggerthii|t__SGB1829	0.0	0.0	1.3853799999999998	0.00278	0.0	0.0	0.025259999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78119	0.0	0.0	0.0	0.0	0.0	0.0	0.24996999999999997	0.0	0.0	0.0	0.12915	0.0	0.0	0.0	0.32485	0.3206	0.96805	0.0	0.0	0.0	0.0	0.0	0.0	0.04249	0.10960999999999999	0.0	0.00067	0.0	1.9715599999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036799999999999997	0.0	0.0	0.0	0.0	0.78893	2.94274	0.0	0.28308	0.0	0.0	0.0	0.015390000000000001	0.06375	0.0	0.0	0.0	0.0	0.0	0.0	15.02975	0.00367	0.0	0.06155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09586	9.33818	0.18853	7.52038	0.0	0.0	0.0	0.0	0.0
Bacteroides_faecis|t__SGB1860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08523	0.0	0.19397999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.38515	0.02655	0.0	0.0	0.0	0.0034	0.24249	0.0	0.0	0.5392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4701299999999997	1.15629	0.0	0.0	0.0	0.0	0.0	0.0	1.22138	0.0	0.0	0.0	0.0	0.0	3.45345	0.0	0.0	0.0	0.0
Bacteroides_finegoldii|t__SGB1862	0.0	0.0	0.18402000000000002	0.0	0.0	0.0	0.16045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6232300000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.14739000000000002	0.0	0.0	0.0	0.79518	0.0	0.0	0.0	0.28202	0.0	0.0	0.0	0.1618	0.1207	0.0	0.0	0.0	0.03879	0.23385999999999998	0.0	0.04676	0.0	0.12753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00613	0.0	0.0	0.0	0.0	0.20432999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3841099999999997	0.0	0.5815600000000001	0.0	0.0	1.24797	0.7417199999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_fragilis|t__SGB1855_group	0.94789	0.0	0.0	0.0	0.0	0.33371999999999996	0.0	0.0106	0.31425	0.0	0.0079	0.0009699999999999999	0.0	0.0	0.0	0.0	0.98075	0.0	0.0	0.08457	0.09781000000000001	0.0	0.015309999999999999	0.07252	0.11118	0.04944	1.6742	0.0	1.66609	0.0	0.15766	0.0993	0.11425999999999999	0.18850999999999998	0.00549	0.0	1.1432799999999999	0.0	0.76861	0.01841	0.03003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11114	0.0	2.71247	0.0	0.0249	0.0	3.21699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07382000000000001	0.09983	0.0	0.0	0.0	0.0	0.0	0.07735	0.20212	0.78418	0.19074000000000002	1.53096	0.18386	0.02536	0.0	0.0	0.0	0.0	0.07917	0.0	0.0	0.05635	0.0	0.0008699999999999999	0.0	1.79036	0.0	0.01863	0.19154000000000002	0.22637
Bacteroides_intestinalis|t__SGB1846	1.0484799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013330000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.08237	0.40596	0.0565	0.00588	0.028610000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47076	0.00454	0.0	0.0	0.0	0.0	0.0	0.0	0.77491	0.16537000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00499	0.0	0.0	0.0	0.06825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013000000000000002	0.0	0.0	0.69376	0.18274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010320000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06508	0.0	0.0	0.0	0.24372	0.0	0.0	0.0
Bacteroides_nordii|t__SGB1858	0.01455	0.0	0.0	0.0	0.0	0.0	0.0017100000000000001	0.03585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01266	0.0	0.00013000000000000002	0.0	0.0	0.0405	0.01693	0.0	0.05806	0.19473	0.0	0.0	0.0	0.0088	0.07272999999999999	0.00064	0.01091	0.14103	0.11452000000000001	0.0	0.0	0.023780000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25294	0.0	0.0	0.0	0.0	0.0	0.1318	0.015269999999999999	0.0	0.0	0.0016699999999999998	0.0	0.0	0.0	0.00922	0.0	0.01145	0.0	0.0015400000000000001	0.0	0.07984	0.07591	0.0	0.0	0.06763	0.0	0.0	0.0	0.01064	0.0	0.01989	0.0	0.0	0.0	0.0	0.0	0.12322999999999999	0.0	0.0	0.03081	0.0	0.0
